First.alp,A.E.words,length
b,benedict's,10
b,benedictine,11
b,benedictine's,13
b,benelux,7
b,benelux's,9
b,benet,5
b,benetton,8
b,benetton's,10
b,bengal,6
b,bengal's,8
b,bengali,7
b,bengali's,9
b,benghazi,8
b,benghazi's,10
b,benin,5
b,benin's,7
b,benita,6
b,benita's,8
b,benito,6
b,benito's,8
b,benjamin,8
b,bennett,7
b,bennie,6
b,bennie's,8
b,benny,5
b,benny's,7
b,benson,6
b,benson's,8
b,bentham,7
b,bentley,7
b,benton,6
b,benz,4
b,benzedrine,10
b,benzedrine's,12
b,beowulf,7
b,berber,6
b,berber's,8
b,berbers,7
b,berenice,8
b,berenice's,10
b,beretta,7
b,beretta's,9
b,berg,4
b,bergen,6
b,bergen's,8
b,berger,6
b,berger's,8
b,bergerac,8
b,bergman,7
b,bergson,7
b,beria,5
b,bering,6
b,berkeley,8
b,berkeley's,10
b,berkshire,9
b,berkshire's,11
b,berkshires,10
b,berle,5
b,berle's,7
b,berlin,6
b,berlin's,8
b,berliner,8
b,berliner's,10
b,berlins,7
b,berlioz,7
b,berlitz,7
b,berlitz's,9
b,bermuda,7
b,bermuda's,9
b,bermudas,8
b,bern,4
b,bern's,6
b,bernadette,10
b,bernadine,9
b,bernadine's,11
b,bernanke,8
b,bernanke's,10
b,bernard,7
b,bernardo,8
b,bernardo's,10
b,bernays,7
b,bernays's,9
b,bernbach,8
b,bernbach's,10
b,berne,5
b,berne's,7
b,bernhardt,9
b,bernice,7
b,bernice's,9
b,bernie,6
b,bernie's,8
b,bernini,7
b,bernoulli,9
b,bernstein,9
b,berra,5
b,berra's,7
b,berry,5
b,bert,4
b,bert's,6
b,berta,5
b,berta's,7
b,bertelsmann,11
b,bertelsmann's,13
b,bertha,6
b,bertha's,8
b,bertie,6
b,bertie's,8
b,bertillon,9
b,bertillon's,11
b,bertram,7
b,bertram's,9
b,bertrand,8
b,bertrand's,10
b,beryl,5
b,beryl's,7
b,berzelius,9
b,bess,4
b,bessel,6
b,bessemer,8
b,bessemer's,10
b,bessie,6
b,best,4
b,best's,6
b,betelgeuse,10
b,betelgeuse's,12
b,beth,4
b,beth's,6
b,bethany,7
b,bethe,5
b,bethesda,8
b,bethlehem,9
b,bethune,7
b,betsy,5
b,betsy's,7
b,bette,5
b,bette's,7
b,bettie,6
b,bettie's,8
b,betty,5
b,betty's,7
b,bettye,6
b,bettye's,8
b,beulah,6
b,beverley,8
b,beverley's,10
b,beverly,7
b,beverly's,9
b,beyer,5
b,bhopal,6
b,bhutan,6
b,bhutan's,8
b,bhutto,6
b,bhutto's,8
b,bi,2
b,bi's,4
b,bialystok,9
b,bianca,6
b,bianca's,8
b,bib,3
b,bible,5
b,bible's,7
b,bibles,6
b,biblical,8
b,bic,3
b,bic's,5
b,biddle,6
b,biden,5
b,biden's,7
b,bierce,6
b,bigfoot,7
b,bigfoot's,9
b,biggles,7
b,biggles's,9
b,biko,4
b,biko's,6
b,bilbao,6
b,bilbo,5
b,bilbo's,7
b,bill,4
b,bill's,6
b,billie,6
b,billie's,8
b,billings,8
b,billings's,10
b,billy,5
b,billy's,7
b,bimini,6
b,bimini's,8
b,bioko,5
b,bioko's,7
b,bird,4
b,birdseye,8
b,birdseye's,10
b,birkenstock,11
b,birmingham,10
b,birmingham's,12
b,biro,4
b,biro's,6
b,biscay,6
b,biscayne,8
b,biscayne's,10
b,bishkek,7
b,bishop,6
b,bishop's,8
b,bismarck,8
b,bismarck's,10
b,bismark,7
b,bismark's,9
b,bisquick,8
b,bisquick's,10
b,bissau,6
b,bissau's,8
b,bizet,5
b,bjerknes,8
b,bjerknes's,10
b,bjork,5
b,bjork's,7
b,bk,2
b,bk's,4
b,black,5
b,black's,7
b,blackbeard,10
b,blackbeard's,12
b,blackburn,9
b,blackburn's,11
b,blackfoot,9
b,blackfoot's,11
b,blacks,6
b,blackshirt,10
b,blackshirt's,12
b,blackstone,10
b,blackwell,9
b,blaine,6
b,blaine's,8
b,blair,5
b,blair's,7
b,blake,5
b,blanca,6
b,blanca's,8
b,blanchard,9
b,blanchard's,11
b,blanche,7
b,blanche's,9
b,blankenship,11
b,blankenship's,13
b,blantyre,8
b,blantyre's,10
b,blatz,5
b,blatz's,7
b,blavatsky,9
b,blenheim,8
b,blenheim's,10
b,blevins,7
b,blevins's,9
b,bligh,5
b,bligh's,7
b,bloch,5
b,blockbuster,11
b,blockbuster's,13
b,bloemfontein,12
b,bloemfontein's,14
b,blondel,7
b,blondel's,9
b,blondie,7
b,blondie's,9
b,bloom,5
b,bloom's,7
b,bloomer,7
b,bloomfield,10
b,bloomingdale,12
b,bloomingdale's,14
b,bloomsbury,10
b,blu,3
b,blucher,7
b,blucher's,9
b,bluebeard,9
b,bluebeard's,11
b,bluetooth,9
b,bluetooth's,11
b,blvd,4
b,blythe,6
b,blythe's,8
b,boas,4
b,boas's,6
b,bob,3
b,bob's,5
b,bobbi,5
b,bobbi's,7
b,bobbie,6
b,bobbie's,8
b,bobbitt,7
b,bobbitt's,9
b,bobby,5
b,bobby's,7
b,boccaccio,9
b,bodhidharma,11
b,bodhidharma's,13
b,bodhisattva,11
b,bodhisattva's,13
b,boeing,6
b,boeing's,8
b,boeotia,7
b,boeotia's,9
b,boeotian,8
b,boer,4
b,boer's,6
b,boers,5
b,boethius,8
b,bogart,6
b,bogart's,8
b,bogotá,6
b,bogotá's,8
b,bohemia,7
b,bohemian,8
b,bohemian's,10
b,bohemians,9
b,bohr,4
b,boise,5
b,boise's,7
b,bojangles,9
b,bojangles's,11
b,boleyn,6
b,boleyn's,8
b,bolivar,7
b,bolivar's,9
b,bolivia,7
b,bolivia's,9
b,bolivian,8
b,bolivian's,10
b,bolivians,9
b,bollywood,9
b,bollywood's,11
b,bologna,7
b,bologna's,9
b,bolshevik,9
b,bolshevik's,11
b,bolsheviks,10
b,bolshevism,10
b,bolshevist,10
b,bolshoi,7
b,bolshoi's,9
b,bolton,6
b,boltzmann,9
b,bombay,6
b,bombay's,8
b,bonaparte,9
b,bonaventure,11
b,bond,4
b,bond's,6
b,bonhoeffer,10
b,bonhoeffer's,12
b,boniface,8
b,bonita,6
b,bonita's,8
b,bonn,4
b,bonn's,6
b,bonner,6
b,bonner's,8
b,bonneville,10
b,bonneville's,12
b,bonnie,6
b,bonnie's,8
b,bono,4
b,bono's,6
b,booker,6
b,booker's,8
b,boole,5
b,boole's,7
b,boolean,7
b,boone,5
b,boone's,7
b,booth,5
b,bordeaux,8
b,bordeaux's,10
b,borden,6
b,borden's,8
b,bordon,6
b,bordon's,8
b,boreas,6
b,boreas's,8
b,borg,4
b,borg's,6
b,borges,6
b,borgia,6
b,borglum,7
b,boris,5
b,bork,4
b,bork's,6
b,borlaug,7
b,borlaug's,9
b,born,4
b,borneo,6
b,borneo's,8
b,borobudur,9
b,borobudur's,11
b,borodin,7
b,boru,4
b,boru's,6
b,bosch,5
b,bose,4
b,bosnia,6
b,bosnia's,8
b,bosporus,8
b,bosporus's,10
b,boston,6
b,boston's,8
b,bostonian,9
b,bostons,7
b,boswell,7
b,botswana,8
b,botswana's,10
b,botticelli,10
b,boulder,7
b,boulez,6
b,boulez's,8
b,bourbaki,8
b,bourbaki's,10
b,bourbon,7
b,bourbon's,9
b,bournemouth,11
b,bovary,6
b,bovary's,8
b,bowditch,8
b,bowditch's,10
b,bowell,6
b,bowell's,8
b,bowen,5
b,bowen's,7
b,bowers,6
b,bowery,6
b,bowery's,8
b,bowie,5
b,bowman,6
b,bowman's,8
b,boyd,4
b,boyer,5
b,boyer's,7
b,boyle,5
b,boötes,6
b,boötes's,8
b,br,2
b,br's,4
b,brad,4
b,brad's,6
b,bradbury,8
b,braddock,8
b,braddock's,10
b,bradford,8
b,bradley,7
b,bradly,6
b,bradly's,8
b,bradshaw,8
b,bradshaw's,10
b,bradstreet,10
b,bradstreet's,12
b,brady,5
b,bragg,5
b,bragg's,7
b,brahe,5
b,brahma,6
b,brahma's,8
b,brahmagupta,11
b,brahmagupta's,13
b,brahman,7
b,brahman's,9
b,brahmanism,10
b,brahmanism's,12
b,brahmanisms,11
b,brahmans,8
b,brahmaputra,11
b,brahmaputra's,13
b,brahmas,7
b,brahmin,7
b,brahmin's,9
b,brahmins,8
b,brahms,6
b,brahms's,8
b,braille,7
b,braille's,9
b,brailles,8
b,brain,5
b,brain's,7
b,brampton,8
b,brampton's,10
b,bran,4
b,bran's,6
b,branch,6
b,branch's,8
b,brandeis,8
b,branden,7
b,branden's,9
b,brandenburg,11
b,brandi,6
b,brandi's,8
b,brandie,7
b,brandie's,9
b,brando,6
b,brandon,7
b,brandon's,9
b,brandt,6
b,brandy,6
b,brandy's,8
b,brant,5
b,brant's,7
b,braque,6
b,brasilia,8
b,brasilia's,10
b,bratislava,10
b,brattain,8
b,brattain's,10
b,bray,4
b,bray's,6
b,brazil,6
b,brazil's,8
b,brazilian,9
b,brazilian's,11
b,brazilians,10
b,brazos,6
b,brazos's,8
b,brazzaville,11
b,brazzaville's,13
b,breakspear,10
b,breakspear's,12
b,brecht,6
b,breckenridge,12
b,breckenridge's,14
b,bremen,6
b,brenda,6
b,brenda's,8
b,brendan,7
b,brendan's,9
b,brennan,7
b,brennan's,9
b,brenner,7
b,brenner's,9
b,brent,5
b,brent's,7
b,brenton,7
b,brenton's,9
b,brest,5
b,bret,4
b,bret's,6
b,breton,6
b,breton's,8
b,brett,5
b,brett's,7
b,brewer,6
b,brewer's,8
b,brewster,8
b,brezhnev,8
b,brian,5
b,brian's,7
b,briana,6
b,briana's,8
b,brianna,7
b,brianna's,9
b,brice,5
b,brice's,7
b,bridalveil,10
b,bridalveil's,12
b,bridgeport,10
b,bridgeport's,12
b,bridger,7
b,bridger's,9
b,bridges,7
b,bridget,7
b,bridget's,9
b,bridgetown,10
b,bridgett,8
b,bridgett's,10
b,bridgette,9
b,bridgette's,11
b,bridgman,8
b,brie,4
b,brie's,6
b,brigadoon,9
b,briggs,6
b,brigham,7
b,brigham's,9
b,bright,6
b,brighton,8
b,brighton's,10
b,brigid,6
b,brigid's,8
b,brigitte,8
b,brigitte's,10
b,brillo,6
b,brinkley,8
b,brinkley's,10
b,brisbane,8
b,brisbane's,10
b,bristol,7
b,bristol's,9
b,brit,4
b,brit's,6
b,britain,7
b,britain's,9
b,britannia,9
b,britannic,9
b,britannica,10
b,britannica's,12
b,british,7
b,british's,9
b,britisher,9
b,britney,7
b,britney's,9
b,briton,6
b,briton's,8
b,britons,7
b,brits,5
b,britt,5
b,britt's,7
b,brittany,8
b,brittany's,10
b,britten,7
b,brittney,8
b,brittney's,10
b,brno,4
b,broadway,8
b,broadway's,10
b,broadways,9
b,brobdingnag,11
b,brobdingnag's,13
b,brobdingnagian,14
b,brock,5
b,brock's,7
b,brokaw,6
b,brokaw's,8
b,bronson,7
b,bronson's,9
b,bronte,6
b,bronx,5
b,bronx's,7
b,brooke,6
b,brooklyn,8
b,brooklyn's,10
b,brooks,6
b,brown,5
b,browne,6
b,brownian,8
b,brownian's,10
b,brownie,7
b,brownies,8
b,browning,8
b,brownshirt,10
b,brownsville,11
b,brubeck,7
b,bruce,5
b,bruce's,7
b,bruckner,8
b,brueghel,8
b,brummel,7
b,brummel's,9
b,brunei,6
b,brunei's,8
b,brunelleschi,12
b,brunhilde,9
b,brunhilde's,11
b,bruno,5
b,brunswick,9
b,brunswick's,11
b,brussels,8
b,brussels's,10
b,brut,4
b,brut's,6
b,brutus,6
b,brutus's,8
b,bryan,5
b,bryant,6
b,bryce,5
b,bryce's,7
b,brynner,7
b,brynner's,9
b,bryon,5
b,bryon's,7
b,brzezinski,10
b,brzezinski's,12
b,btu,3
b,btu's,5
b,buber,5
b,buchanan,8
b,buchanan's,10
b,bucharest,9
b,bucharest's,11
b,buchenwald,10
b,buchwald,8
b,buchwald's,10
b,buck,4
b,buckingham,10
b,buckley,7
b,buckley's,9
b,buckner,7
b,buckner's,9
b,bud,3
b,bud's,5
b,budapest,8
b,budapest's,10
b,buddha,6
b,buddha's,8
b,buddhas,7
b,buddhism,8
b,buddhism's,10
b,buddhisms,9
b,buddhist,8
b,buddhist's,10
b,buddhists,9
b,buddy,5
b,buddy's,7
b,budweiser,9
b,budweiser's,11
b,buffalo,7
b,buffalo's,9
b,buffy,5
b,buffy's,7
b,buford,6
b,buford's,8
b,bugatti,7
b,bugatti's,9
b,bugzilla,8
b,bugzilla's,10
b,buick,5
b,buick's,7
b,bujumbura,9
b,bujumbura's,11
b,bukhara,7
b,bukharin,8
b,bulawayo,8
b,bulfinch,8
b,bulganin,8
b,bulgar,6
b,bulgari,7
b,bulgari's,9
b,bulgaria,8
b,bulgaria's,10
b,bulgarian,9
b,bulgarian's,11
b,bulgarians,10
b,bullock,7
b,bullock's,9
b,bullwinkle,10
b,bullwinkle's,12
b,bultmann,8
b,bultmann's,10
b,bumppo,6
b,bumppo's,8
b,bunche,6
b,bundesbank,10
b,bundesbank's,12
b,bundestag,9
b,bunin,5
b,bunker,6
b,bunker's,8
b,bunsen,6
b,bunyan,6
b,bunyan's,8
b,burbank,7
b,burberry,8
b,burberry's,10
b,burch,5
b,burch's,7
b,burger,6
b,burger's,8
b,burgess,7
b,burgoyne,8
b,burgoyne's,10
b,burgundian,10
b,burgundies,10
b,burgundy,8
b,burgundy's,10
b,burke,5
b,burks,5
b,burl,4
b,burl's,6
b,burma,5
b,burma's,7
b,burmese,7
b,burmese's,9
b,burnett,7
b,burns,5
b,burnside,8
b,burr,4
b,burris,6
b,burris's,8
b,burroughs,9
b,bursa,5
b,burt,4
b,burt's,6
b,burton,6
b,burton's,8
b,burundi,7
b,burundi's,9
b,busch,5
b,busch's,7
b,bush,4
b,bush's,6
b,bushido,7
b,bushnell,8
b,bushnell's,10
b,butler,6
b,butterfingers,13
b,butterfingers's,15
b,buxtehude,9
b,buñuel,6
b,buñuel's,8
b,byblos,6
b,byblos's,8
b,byelorussia,11
b,byelorussia's,13
b,byers,5
b,byers's,7
b,byrd,4
b,byron,5
b,byronic,7
b,byzantine,9
b,byzantine's,11
b,byzantines,10
b,byzantium,9
b,byzantium's,11
c,c,1
c,c's,3
c,cd's,4
c,ceo's,5
c,cfc's,5
c,cia's,5
c,co's,4
c,cobol's,7
c,cpa's,5
c,cpi's,5
c,cpr's,5
c,cpu's,5
c,crt's,5
c,cst's,5
c,ct's,4
c,ca,2
c,ca's,4
c,cabernet,8
c,cabernet's,10
c,cabinet,7
c,cabot,5
c,cabral,6
c,cabrera,7
c,cabrera's,9
c,cabrini,7
c,cadillac,8
c,cadiz,5
c,cadiz's,7
c,caedmon,7
c,caedmon's,9
c,caerphilly,10
c,caesar,6
c,caesar's,8
c,caesarean,9
c,caesars,7
c,cage,4
c,cagney,6
c,cagney's,8
c,cahokia,7
c,cahokia's,9
c,caiaphas,8
c,cain,4
c,cain's,6
c,cains,5
c,cairo,5
c,cairo's,7
c,caitlin,7
c,caitlin's,9
c,cajun,5
c,cajun's,7
c,cajuns,6
c,cal,3
c,calais,6
c,calcutta,8
c,calcutta's,10
c,calder,6
c,calderon,8
c,calderon's,10
c,caldwell,8
c,caleb,5
c,caleb's,7
c,caledonia,9
c,calgary,7
c,calgary's,9
c,calhoun,7
c,cali,4
c,caliban,7
c,california,10
c,california's,12
c,californian,11
c,californian's,13
c,californians,12
c,caligula,8
c,callaghan,9
c,callahan,8
c,callahan's,10
c,callao,6
c,callas,6
c,callie,6
c,callie's,8
c,calliope,8
c,calliope's,10
c,callisto,8
c,callisto's,10
c,caloocan,8
c,caloocan's,10
c,calvary,7
c,calvary's,9
c,calvert,7
c,calvin,6
c,calvin's,8
c,calvinism,9
c,calvinism's,11
c,calvinisms,10
c,calvinist,9
c,calvinist's,11
c,calvinistic,11
c,calvinists,10
c,camacho,7
c,camacho's,9
c,cambodia,8
c,cambodia's,10
c,cambodian,9
c,cambodian's,11
c,cambodians,10
c,cambrian,8
c,cambrian's,10
c,cambridge,9
c,cambridge's,11
c,camel,5
c,camel's,7
c,camelopardalis,14
c,camelot,7
c,camelot's,9
c,camembert,9
c,camembert's,11
c,camemberts,10
c,cameron,7
c,cameron's,9
c,cameroon,8
c,cameroon's,10
c,cameroons,9
c,camilla,7
c,camilla's,9
c,camille,7
c,camille's,9
c,camoens,7
c,camoens's,9
c,campanella,10
c,campanella's,12
c,campbell,8
c,campinas,8
c,campos,6
c,camry,5
c,camry's,7
c,camus,5
c,canaan,6
c,canaan's,8
c,canada,6
c,canada's,8
c,canadian,8
c,canadian's,10
c,canadians,9
c,canaletto,9
c,canaries,8
c,canaries's,10
c,canaveral,9
c,canberra,8
c,canberra's,10
c,cancer,6
c,cancer's,8
c,cancers,7
c,cancun,6
c,cancun's,8
c,candace,7
c,candace's,9
c,candice,7
c,candice's,9
c,candide,7
c,candide's,9
c,candy,5
c,candy's,7
c,cannes,6
c,cannes's,8
c,cannon,6
c,cannon's,8
c,canon,5
c,canon's,7
c,canopus,7
c,cantabrigian,12
c,cantabrigian's,14
c,canterbury,10
c,canton,6
c,canton's,8
c,cantonese,9
c,cantonese's,11
c,cantor,6
c,cantor's,8
c,cantrell,8
c,cantrell's,10
c,cantu,5
c,cantu's,7
c,canute,6
c,capablanca,10
c,capek,5
c,capek's,7
c,capella,7
c,capella's,9
c,capet,5
c,capetian,8
c,capetown,8
c,capetown's,10
c,caph,4
c,caph's,6
c,capistrano,10
c,capistrano's,12
c,capitol,7
c,capitol's,9
c,capitoline,10
c,capitols,8
c,capone,6
c,capote,6
c,capra,5
c,capra's,7
c,capri,5
c,capri's,7
c,capricorn,9
c,capricorn's,11
c,capricorns,10
c,capt,4
c,capuchin,8
c,capulet,7
c,capulet's,9
c,cara,4
c,cara's,6
c,caracalla,9
c,caracas,7
c,caracas's,9
c,caravaggio,10
c,carboloy,8
c,carboloy's,10
c,carboniferous,13
c,carboniferous's,15
c,carborundum,11
c,cardenas,8
c,cardenas's,10
c,cardiff,7
c,cardiff's,9
c,cardin,6
c,cardin's,8
c,cardozo,7
c,cardozo's,9
c,carey,5
c,carib,5
c,carib's,7
c,caribbean,9
c,caribbean's,11
c,caribbeans,10
c,carina,6
c,carissa,7
c,carissa's,9
c,carl,4
c,carl's,6
c,carla,5
c,carla's,7
c,carlene,7
c,carlene's,9
c,carlin,6
c,carlin's,8
c,carlo,5
c,carlo's,7
c,carlos,6
c,carlsbad,8
c,carlson,7
c,carlson's,9
c,carlton,7
c,carly,5
c,carly's,7
c,carlyle,7
c,carmela,7
c,carmela's,9
c,carmella,8
c,carmella's,10
c,carmelo,7
c,carmelo's,9
c,carmen,6
c,carmen's,8
c,carmichael,10
c,carmichael's,12
c,carmine,7
c,carmine's,9
c,carnap,6
c,carnation,9
c,carnation's,11
c,carnegie,8
c,carnegie's,10
c,carney,6
c,carney's,8
c,carnot,6
c,carol,5
c,carol's,7
c,carole,6
c,carole's,8
c,carolina,8
c,caroline,8
c,carolingian,11
c,carolinian,10
c,carolinian's,12
c,carolyn,7
c,carolyn's,9
c,carpathian,10
c,carpathian's,12
c,carpathians,11
c,carpenter,9
c,carr,4
c,carr's,6
c,carranza,8
c,carranza's,10
c,carrie,6
c,carrie's,8
c,carrier,7
c,carrier's,9
c,carrillo,8
c,carrillo's,10
c,carroll,7
c,carroll's,9
c,carson,6
c,carter,6
c,carter's,8
c,cartesian,9
c,carthage,8
c,carthage's,10
c,carthaginian,12
c,carthaginian's,14
c,cartier,7
c,cartwright,10
c,caruso,6
c,carver,6
c,cary,4
c,casablanca,10
c,casablanca's,12
c,casals,6
c,casandra,8
c,casandra's,10
c,casanova,8
c,casanova's,10
c,casanovas,9
c,cascades,8
c,cascades's,10
c,case,4
c,case's,6
c,casey,5
c,casey's,7
c,cash,4
c,casio,5
c,casio's,7
c,caspar,6
c,caspian,7
c,cassandra,9
c,cassandra's,11
c,cassatt,7
c,cassie,6
c,cassie's,8
c,cassiopeia,10
c,cassiopeia's,12
c,cassius,7
c,cassius's,9
c,castaneda,9
c,castaneda's,11
c,castillo,8
c,castillo's,10
c,castlereagh,11
c,castor,6
c,castor's,8
c,castries,8
c,castries's,10
c,castro,6
c,catalan,7
c,catalan's,9
c,catalina,8
c,catalina's,10
c,catalonia,9
c,catalonia's,11
c,catawba,7
c,catawba's,9
c,caterpillar,11
c,caterpillar's,13
c,cathay,6
c,cathay's,8
c,cather,6
c,catherine,9
c,catherine's,11
c,cathleen,8
c,cathleen's,10
c,catholic,8
c,catholic's,10
c,catholicism,11
c,catholicism's,13
c,catholicisms,12
c,catholics,9
c,cathryn,7
c,cathryn's,9
c,cathy,5
c,cathy's,7
c,catiline,8
c,cato,4
c,catskill,8
c,catskill's,10
c,catskills,9
c,catskills's,11
c,catt,4
c,catullus,8
c,caucasian,9
c,caucasian's,11
c,caucasians,10
c,caucasoid,9
c,caucasus,8
c,caucasus's,10
c,cauchy,6
c,cavendish,9
c,cavour,6
c,caxton,6
c,cayenne,7
c,cayman,6
c,cayman's,8
c,cayuga,6
c,cayuga's,8
c,cd,2
c,cd's,4
c,ceausescu,9
c,ceausescu's,11
c,cebu,4
c,cebu's,6
c,cebuano,7
c,cebuano's,9
c,cecelia,7
c,cecelia's,9
c,cecil,5
c,cecile,6
c,cecile's,8
c,cecilia,7
c,cecily,6
c,cecily's,8
c,cedric,6
c,cedric's,8
c,celebes,7
c,celebes's,9
c,celeste,7
c,celeste's,9
c,celia,5
c,celia's,7
c,celina,6
c,celina's,8
c,cellini,7
c,celsius,7
c,celt,4
c,celt's,6
c,celtic,6
c,celtic's,8
c,celtics,7
c,celts,5
c,cenozoic,8
c,cenozoic's,10
c,centaurus,9
c,centaurus's,11
c,centigrade,10
c,cepheid,7
c,cepheus,7
c,cepheus's,9
c,cerberus,8
c,cerberus's,10
c,cerenkov,8
c,ceres,5
c,ceres's,7
c,cerf,4
c,cerf's,6
c,cervantes,9
c,cervantes's,11
c,cesar,5
c,cesar's,7
c,cesarean,8
c,cessna,6
c,cessna's,8
c,cetus,5
c,ceylon,6
c,ceylon's,8
c,cezanne,7
c,cf,2
c,cf's,4
c,ch'in,5
c,chablis,7
c,chablis's,9
c,chad,4
c,chad's,6
c,chadwick,8
c,chagall,7
c,chaitanya,9
c,chaitanya's,11
c,chaitin,7
c,chaitin's,9
c,chaldean,8
c,challenger,10
c,challenger's,12
c,chamberlain,11
c,chambers,8
c,champlain,9
c,champollion,11
c,chan,4
c,chan's,6
c,chance,6
c,chance's,8
c,chancellorsville,16
c,chancellorsville's,18
c,chandigarh,10
c,chandler,8
c,chandon,7
c,chandon's,9
c,chandra,7
c,chandra's,9
c,chandragupta,12
c,chandrasekhar,13
c,chandrasekhar's,15
c,chanel,6
c,chaney,6
c,chaney's,8
c,chang,5
c,chang's,7
c,changchun,9
c,changsha,8
c,chantilly,9
c,chanukah,8
c,chanukah's,10
c,chanukahs,9
c,chaplin,7
c,chapman,7
c,chappaquiddick,14
c,chappaquiddick's,16
c,chapultepec,11
c,chapultepec's,13
c,charbray,8
c,charbray's,10
c,chardonnay,10
c,chardonnay's,12
c,charity,7
c,charity's,9
c,charlemagne,11
c,charlemagne's,13
c,charlene,8
c,charlene's,10
c,charles,7
c,charles's,9
c,charleston,10
c,charleston's,12
c,charlestons,11
c,charley,7
c,charlie,7
c,charlotte,9
c,charlotte's,11
c,charlottetown,13
c,charlottetown's,15
c,charmaine,9
c,charmaine's,11
c,charmin,7
c,charmin's,9
c,charolais,9
c,charolais's,11
c,charon,6
c,charon's,8
c,chartism,8
c,chartism's,10
c,chartres,8
c,charybdis,9
c,charybdis's,11
c,chase,5
c,chasity,7
c,chasity's,9
c,chateaubriand,13
c,chateaubriand's,15
c,chattahoochee,13
c,chattahoochee's,15
c,chattanooga,11
c,chattanooga's,13
c,chatterley,10
c,chatterley's,12
c,chatterton,10
c,chaucer,7
c,chaucer's,9
c,chauncey,8
c,chauncey's,10
c,chautauqua,10
c,chavez,6
c,chavez's,8
c,chayefsky,9
c,chayefsky's,11
c,che,3
c,che's,5
c,chechen,7
c,chechnya,8
c,chechnya's,10
c,cheddar,7
c,cheer,5
c,cheer's,7
c,cheerios,8
c,cheerios's,10
c,cheetos,7
c,cheetos's,9
c,cheever,7
c,chekhov,7
c,chekhov's,9
c,chelsea,7
c,chelyabinsk,11
c,chelyabinsk's,13
c,chen,4
c,chen's,6
c,cheney,6
c,cheney's,8
c,chengdu,7
c,chennai,7
c,chennai's,9
c,cheops,6
c,cheri,5
c,cheri's,7
c,cherie,6
c,cherie's,8
c,chernenko,9
c,chernenko's,11
c,chernobyl,9
c,chernobyl's,11
c,chernomyrdin,12
c,chernomyrdin's,14
c,cherokee,8
c,cherokee's,10
c,cherokees,9
c,cherry,6
c,cherry's,8
c,cheryl,6
c,cheryl's,8
c,chesapeake,10
c,cheshire,8
c,chester,7
c,chester's,9
c,chesterfield,12
c,chesterton,10
c,chevalier,9
c,cheviot,7
c,cheviot's,9
c,chevrolet,9
c,chevrolet's,11
c,chevron,7
c,chevron's,9
c,chevy,5
c,chevy's,7
c,cheyenne,8
c,cheyenne's,10
c,cheyennes,9
c,chi,3
c,chi's,5
c,chianti,7
c,chianti's,9
c,chiantis,8
c,chiba,5
c,chibcha,7
c,chicago,7
c,chicago's,9
c,chicagoan,9
c,chicana,7
c,chicano,7
c,chickasaw,9
c,chickasaw's,11
c,chiclets,8
c,chiclets's,10
c,chihuahua,9
c,chihuahua's,11
c,chihuahuas,10
c,chile,5
c,chile's,7
c,chilean,7
c,chilean's,9
c,chileans,8
c,chimborazo,10
c,chimborazo's,12
c,chimera,7
c,chimera's,9
c,chimu,5
c,chimu's,7
c,china,5
c,china's,7
c,chinatown,9
c,chinese,7
c,chinese's,9
c,chinook,7
c,chinook's,9
c,chinooks,8
c,chipewyan,9
c,chipewyan's,11
c,chippendale,11
c,chippendale's,13
c,chippewa,8
c,chippewa's,10
c,chiquita,8
c,chiquita's,10
c,chirico,7
c,chisholm,8
c,chisholm's,10
c,chisinau,8
c,chisinau's,10
c,chittagong,10
c,chivas,6
c,chivas's,8
c,chloe,5
c,choctaw,7
c,choctaw's,9
c,chomsky,7
c,chongqing,9
c,chopin,6
c,chopin's,8
c,chopra,6
c,chopra's,8
c,chou,4
c,chretien,8
c,chretien's,10
c,chris,5
c,chris's,7
c,christ,6
c,christ's,8
c,christa,7
c,christa's,9
c,christchurch,12
c,christendom,11
c,christendom's,13
c,christendoms,12
c,christensen,11
c,christensen's,13
c,christi,7
c,christi's,9
c,christian,9
c,christian's,11
c,christianities,14
c,christianity,12
c,christianity's,14
c,christians,10
c,christie,8
c,christina,9
c,christine,9
c,christine's,11
c,christmas,9
c,christmas's,11
c,christmases,11
c,christoper,10
c,christoper's,12
c,christopher,11
c,christopher's,13
c,christs,7
c,christy,7
c,chrysler,8
c,chrysler's,10
c,chrysostom,10
c,chrystal,8
c,chrystal's,10
c,chuck,5
c,chuck's,7
c,chukchi,7
c,chumash,7
c,chung,5
c,chung's,7
c,chungking,9
c,chungking's,11
c,church,6
c,churchill,9
c,churchill's,11
c,churriguera,11
c,churriguera's,13
c,chuvash,7
c,chuvash's,9
c,ci,2
c,cicero,6
c,cicero's,8
c,cid,3
c,cimabue,7
c,cimabue's,9
c,cincinnati,10
c,cinderella,10
c,cinderella's,12
c,cinderellas,11
c,cindy,5
c,cindy's,7
c,cinemascope,11
c,cinemascope's,13
c,cinerama,8
c,cipro,5
c,cipro's,7
c,circe,5
c,circe's,7
c,cisco,5
c,cisco's,7
c,citibank,8
c,citibank's,10
c,citigroup,9
c,citigroup's,11
c,citroen,7
c,citroen's,9
c,cl,2
c,cl's,4
c,claiborne,9
c,claiborne's,11
c,clair,5
c,clair's,7
c,claire,6
c,claire's,8
c,clairol,7
c,clairol's,9
c,clancy,6
c,clancy's,8
